image_id,prompt,category
sa_1545354,This is a room with a neutral colored tiled floor.  There is a chandelier overhead and artwork surrounding the walls.,dci
sa_1545355,Multiple colorful sheds are lined up together. They are numbered in order.,dci
sa_1545357,"on a clear, blue sky a lone helicopter takes flight high in the air. the helicopter itself looks small as it navigates the skies.",dci
sa_1545359,A small white building that is next to a taller yellow building. It appears as if there are multiple towers/structures that are a part of a building in the back as well.,dci
sa_1545362,There is a big building. A white Volkswagen beetle car is parked in front of the building. There are trees and flower pots in the compound.,dci
sa_1545365,"It is a large brick building with many layers and windows, against a blue sky. ",dci
sa_1545371,Black and white photo of a row of five cyclists biking on a pathway. Behind them is a large tee trunk and a man standing next to a building with a brick facade.,dci
sa_1545372,It shows the front of a green train. It is outside and there is some greenery in the back. ,dci
sa_1545373,A group of boats are docked near piers.  Mountains in the background tower over the body of water beneath them. ,dci
sa_1545378,a blue and white tugboat is docked along a body of water. cars and buildings are visible in the background.,dci
sa_1545379,A fantasy playground sits beside a parking lot,dci
sa_1545381,A red a white airplane sitting on a concrete runway. The airplane is sitting  in front of a glass and metal building that is rounded at the top.,dci
sa_1545383,The tall columns of a ruin stand on a field. One of the columns has fallen over and lays on its side on the ground.  ,dci
sa_1545385,This image shows people engaging in a race event on a city street. They all seem to be walking or running slowly based on their cadence.,dci
sa_1545391,It shows the display windows of a shop on the left and a flower bush on the right. ,dci
sa_1545392,A large stone head has been carved out of the side of a cliff. There are destroyed walls in the foreground. ,dci
sa_1545393,A pale yellow church building,dci
sa_1545394,"Red, white, and blue flag flag of Missouri depicted within a stamp over the illustration of a cityscape with trees left of a steamboat.",dci
sa_1545396,A black and brown statue of a girl with long hair with a cat and a rabbit.  she is wearing a dress and her arms are out to her sides.,dci
sa_1545397,"a man driving a Vespa style motorbike is making a left turn on a road towards the foreground. there are parked cars, buildings, and trees visible in the background.",dci
sa_1545400,"Construction area with a flatbed truck, backhoe, and crane with dirt laid ribbed ground among steel pipes and iron rods laid out over the ground.",dci
sa_1545402,It is some sort of show that has some displays by companies. There are big signs and displays and it is in a big room. ,dci
sa_1545403,Cars are parked on either side of a city street. Shorter buildings give way to taller buildings on the far side of the street.,dci
sa_1545404,Ten white plastic bags filleld with some kind of commercial products are sitting on a table. Behind them on the same table ten clear platsic bags are filled with some kind of products.,dci
sa_1545406,A woman stands at the center of the image with a nature scene behind her. ,dci
sa_1545408,A person facing the left side of the screen who is wearing vibrant colors and showing their hands. They have their left hand flat out while having two fingers from the right hand touching the left hand.,dci
sa_1545413,Six people who look like they are participating in a marathon run along a street. ,dci
sa_1545414,"Rounded dome buildings sit behind a plain black mesh fence. A sign hangs on the fence with the German words in white and gold, ""Vollmond Conzerte, Toskana Therme, Jeden Monat, Zum Vollmond."" There is a sunlit moon left of the middle of the dark blue sign. ",dci
sa_1545415,There are transparent glass boxes arranged n a table which is inside a room. There are objects inside the boxes. ,dci
sa_1545417,People stand in the arena of the Colosseum.  Multiple stone arches surround the ground floor. ,dci
sa_1545419,A large white building. The building has a balcony in the front center. There are four flags hanging from the balcony.,dci
sa_1545421,A bridge crosses two waterways and leads into a city. Powerlines line the length of the bridge and a grassy swath of land splits the waterways.,dci
sa_1545422,The photo depicts an aisle of a food market inside a large warehouse type building. Each side of the aisle is composed of what appear to be individual sections. It is possible each section is an individual shop being rented by a business owner. Each of these shops has a different design and features colorful signage with text in what appears to be Hindi. Most of the food that is visible is packaged and appears shelf-stable.,dci
sa_1545425,There are a lot of cars parked in the street. There is a large tree in the middle.,dci
